doc_id,item,category,amount,price,discount
DOC30867D776,Порошок стиральный,Бытовая химия,5,246.88,5.28
DOC83305N640,Куртка,Одежда,4,220.03,55.31
DOC83305N640,Наволочка,Текстиль,1,73.77,21.28
DOC83305N640,Джинсы,Одежда,1,875.77,144.71
DOC83305N640,Полотенце,Текстиль,4,884.4,229.78
DOC27320D581,Порошок стиральный,Бытовая химия,4,849.01,226.32
DOC93993U165,Куртка,Одежда,1,898.56,33.88
DOC93993U165,Порошок стиральный,Бытовая химия,10,932.02,115.86
DOC42295G942,Полотенце,Текстиль,1,787.99,223.37
DOC42295G942,Тарелка,Посуда,8,692.89,104.72
DOC42295G942,Вилка,Посуда,7,295.15,64.92
DOC42295G942,Порошок стиральный,Бытовая химия,5,328.09,86.51
DOC62333Y691,Футболка,Одежда,1,945.42,69.8
DOC62333Y691,Шампунь,Бытовая химия,3,545.24,138.92
DOC62333Y691,Средство для мытья посуды,Бытовая химия,7,308.01,30.55
DOC62333Y691,Мыло,Бытовая химия,9,802.17,170.2
DOC62333Y691,Джинсы,Одежда,4,597.94,4.94
DOC74664Y895,Вилка,Посуда,7,751.79,41.86
DOC74664Y895,Вилка,Посуда,7,785.53,119.61
DOC38464T967,Простыня,Текстиль,9,963.62,87.63
DOC38464T967,Кастрюля,Посуда,5,684.24,149.24
DOC38464T967,Сковорода,Посуда,9,371.01,77.66
DOC38464T967,Простыня,Текстиль,1,89.12,15.99
DOC60535H102,Средство для мытья посуды,Бытовая химия,4,927.39,186.42
DOC60535H102,Средство для мытья посуды,Бытовая химия,7,18.84,2.85
DOC60535H102,Мыло,Бытовая химия,4,464.62,40.89
DOC60535H102,Мыло,Бытовая химия,9,778.16,137.64
DOC51421U623,Средство для мытья посуды,Бытовая химия,10,505.0,93.0
DOC51421U623,Нож,Посуда,6,87.45,24.98
DOC51421U623,Тарелка,Посуда,10,485.61,88.37
DOC51421U623,Ложка,Посуда,8,368.56,33.79
