doc_id,item,category,amount,price,discount
DOC33676D999,Вилка,Посуда,9,502.82,57.36
DOC65459H251,Футболка,Одежда,1,983.48,277.05
DOC65459H251,Порошок стиральный,Бытовая химия,7,26.34,4.77
DOC66895H463,Порошок стиральный,Бытовая химия,5,155.49,5.68
DOC66895H463,Мыло,Бытовая химия,6,464.86,132.63
DOC50091V472,Вилка,Посуда,1,812.53,159.98
DOC50091V472,Средство для мытья посуды,Бытовая химия,10,153.96,25.9
DOC50091V472,Простыня,Текстиль,10,324.05,87.41
DOC53511V534,Чашка,Посуда,2,221.13,23.2
DOC13759Q826,Вилка,Посуда,6,895.59,193.32
DOC13759Q826,Простыня,Текстиль,9,726.13,155.2
DOC13759Q826,Ложка,Посуда,2,534.91,91.23
DOC71636B365,Чашка,Посуда,8,840.98,17.97
DOC71636B365,Вилка,Посуда,7,664.58,29.25
DOC71636B365,Нож,Посуда,8,263.51,23.83
DOC71636B365,Футболка,Одежда,7,982.69,89.54
DOC75922V678,Футболка,Одежда,2,380.16,74.81
DOC75922V678,Полотенце,Текстиль,6,787.24,177.42
DOC75922V678,Чашка,Посуда,1,41.91,4.0
DOC75922V678,Джинсы,Одежда,7,181.96,24.94
DOC75922V678,Тарелка,Посуда,6,792.76,181.09
DOC61788W660,Футболка,Одежда,9,483.6,10.45
DOC61788W660,Футболка,Одежда,3,174.97,30.25
DOC59279N411,Наволочка,Текстиль,7,669.27,195.41
DOC59279N411,Средство для мытья посуды,Бытовая химия,7,735.34,135.7
DOC59279N411,Тарелка,Посуда,2,244.28,71.2
DOC59279N411,Полотенце,Текстиль,2,473.37,77.6
DOC59279N411,Куртка,Одежда,2,913.02,2.81
DOC28027Y564,Сковорода,Посуда,10,910.12,7.89
DOC28027Y564,Куртка,Одежда,8,295.76,65.77
DOC28027Y564,Средство для мытья посуды,Бытовая химия,10,162.19,39.37
DOC28027Y564,Нож,Посуда,8,928.78,211.54
DOC25395T842,Вилка,Посуда,3,560.91,109.13
DOC25395T842,Ложка,Посуда,6,419.49,77.14
DOC25395T842,Полотенце,Текстиль,7,852.6,249.79
DOC25395T842,Нож,Посуда,2,300.07,58.89
DOC53168V655,Шампунь,Бытовая химия,9,337.71,4.69
DOC53168V655,Полотенце,Текстиль,2,124.79,32.4
DOC53168V655,Порошок стиральный,Бытовая химия,5,62.02,9.89
DOC53168V655,Чашка,Посуда,6,482.9,116.89
DOC31347I333,Полотенце,Текстиль,3,554.69,129.58
DOC54801T378,Сковорода,Посуда,7,503.4,87.28
DOC54801T378,Нож,Посуда,1,164.03,27.92
DOC32816O246,Ложка,Посуда,1,581.02,148.68
DOC32816O246,Порошок стиральный,Бытовая химия,10,439.62,69.52
DOC32816O246,Простыня,Текстиль,3,82.38,11.17
DOC58465N782,Вилка,Посуда,1,137.39,18.66
DOC58465N782,Джинсы,Одежда,6,152.19,35.46
DOC58465N782,Ложка,Посуда,1,677.77,116.27
DOC58808L500,Полотенце,Текстиль,10,467.56,119.58
DOC58808L500,Вилка,Посуда,10,281.75,64.85
DOC58808L500,Ложка,Посуда,3,838.06,183.53
DOC58808L500,Порошок стиральный,Бытовая химия,9,219.85,35.3
DOC62883L124,Чашка,Посуда,8,188.88,0.78
DOC62883L124,Чашка,Посуда,7,761.2,54.9
DOC62883L124,Куртка,Одежда,9,548.23,134.69
DOC62883L124,Вилка,Посуда,9,593.38,0.34
DOC31108E861,Средство для мытья посуды,Бытовая химия,5,509.54,115.34
DOC94790G964,Простыня,Текстиль,7,207.5,37.85
DOC94790G964,Средство для мытья посуды,Бытовая химия,9,310.37,90.27
DOC94790G964,Сковорода,Посуда,10,218.78,11.36
DOC98147U909,Нож,Посуда,4,813.61,91.66
DOC98147U909,Сковорода,Посуда,6,273.98,60.34
DOC66504L144,Чашка,Посуда,9,568.62,156.73
DOC66504L144,Футболка,Одежда,8,381.5,29.53
DOC66504L144,Футболка,Одежда,7,644.4,0.23
DOC66504L144,Нож,Посуда,2,809.34,142.02
DOC66504L144,Ложка,Посуда,1,178.85,28.91
