doc_id,item,category,amount,price,discount
DOC85304Z494,Ложка,Посуда,10,517.56,44.07
DOC85304Z494,Ложка,Посуда,5,603.21,161.16
DOC45006U521,Средство для мытья посуды,Бытовая химия,9,918.18,33.59
DOC45006U521,Средство для мытья посуды,Бытовая химия,1,718.35,58.62
DOC45006U521,Сковорода,Посуда,4,700.0,156.67
DOC35274R623,Джинсы,Одежда,10,580.35,61.35
DOC35274R623,Мыло,Бытовая химия,6,826.15,71.12
DOC35274R623,Порошок стиральный,Бытовая химия,3,685.03,157.57
DOC64081G228,Наволочка,Текстиль,5,200.15,44.3
DOC64081G228,Средство для мытья посуды,Бытовая химия,6,19.88,3.55
DOC20023S752,Сковорода,Посуда,10,935.52,232.0
DOC33939I945,Сковорода,Посуда,6,196.32,46.55
DOC33939I945,Вилка,Посуда,10,21.96,1.05
DOC33939I945,Вилка,Посуда,1,168.81,38.61
DOC33939I945,Средство для мытья посуды,Бытовая химия,7,53.64,12.98
DOC43528I669,Наволочка,Текстиль,4,641.97,69.92
DOC43528I669,Вилка,Посуда,7,617.61,38.53
DOC86373C905,Ложка,Посуда,8,612.92,45.34
DOC86373C905,Средство для мытья посуды,Бытовая химия,7,101.09,1.43
DOC86373C905,Куртка,Одежда,2,228.73,0.83
DOC92629U359,Ложка,Посуда,9,907.97,190.63
DOC92629U359,Кастрюля,Посуда,6,843.93,58.66
DOC92629U359,Порошок стиральный,Бытовая химия,3,745.41,31.31
DOC92629U359,Полотенце,Текстиль,10,363.0,1.29
DOC92629U359,Простыня,Текстиль,2,582.54,13.37
DOC22063G116,Джинсы,Одежда,2,622.69,19.1
DOC22063G116,Тарелка,Посуда,2,977.83,46.93
DOC80906E211,Футболка,Одежда,2,472.67,44.52
DOC80906E211,Простыня,Текстиль,3,123.77,3.67
DOC80906E211,Средство для мытья посуды,Бытовая химия,4,243.25,60.91
DOC80906E211,Джинсы,Одежда,10,928.15,80.36
DOC23894F460,Полотенце,Текстиль,3,70.16,8.07
DOC65584R846,Средство для мытья посуды,Бытовая химия,1,318.11,77.63
DOC65584R846,Полотенце,Текстиль,2,331.62,63.28
DOC65584R846,Вилка,Посуда,4,402.13,18.35
DOC35880Q408,Тарелка,Посуда,7,706.35,67.73
DOC35880Q408,Простыня,Текстиль,10,838.14,26.44
DOC35880Q408,Вилка,Посуда,6,741.39,125.01
DOC35880Q408,Вилка,Посуда,7,893.35,240.07
DOC53723S381,Сковорода,Посуда,4,464.72,105.22
DOC53723S381,Шампунь,Бытовая химия,10,201.94,40.41
DOC53723S381,Наволочка,Текстиль,2,916.65,262.67
DOC53723S381,Ложка,Посуда,10,715.33,77.25
DOC53723S381,Нож,Посуда,4,705.56,11.82
DOC69650B123,Джинсы,Одежда,1,927.31,39.41
DOC69650B123,Кастрюля,Посуда,1,718.91,133.81
DOC69650B123,Нож,Посуда,5,563.78,59.92
DOC73424D414,Джинсы,Одежда,7,491.75,67.5
DOC73424D414,Порошок стиральный,Бытовая химия,7,245.21,14.22
DOC73424D414,Чашка,Посуда,5,556.51,99.27
DOC30847W194,Полотенце,Текстиль,5,872.5,171.0
DOC30847W194,Куртка,Одежда,6,170.56,48.15
DOC59749H875,Куртка,Одежда,1,463.53,24.07
DOC59749H875,Вилка,Посуда,4,124.18,28.53
DOC59749H875,Ложка,Посуда,4,388.32,82.55
DOC59749H875,Вилка,Посуда,10,858.21,33.88
DOC47540B783,Футболка,Одежда,5,819.31,107.47
DOC47540B783,Чашка,Посуда,3,41.11,7.08
DOC47540B783,Джинсы,Одежда,6,498.62,110.5
DOC22570Y908,Порошок стиральный,Бытовая химия,1,673.56,199.27
DOC74264E345,Тарелка,Посуда,5,185.58,39.97
DOC74264E345,Кастрюля,Посуда,7,472.61,3.12
DOC74264E345,Тарелка,Посуда,6,167.03,23.31
